id	mission_time	comms	speaker
32504	494330	Roger. Thank you very much.	CC
32505	494469	Houston, Apollo 11. Could you keep me honest on the lithium hydroxide changes? When do you have the next one scheduled for?	CMP
32506	494476	Stand by.	CC
32507	494529	Apollo 11, Houston. Mike, on that canister, we had you due to change one at 133 before TEI, and it's on page 399. The next one we got is at 147. Over.	CC
32508	494550	Okay.	CMP
32509	494731	Hello, Apollo 11, Houston. We'd like to extend our damping period for another 5 minutes; let the rates get way down. Over.	CC
32510	494742	11. Roger.	CMP
32511	495012	Houston, Apollo 11.	CMP
32512	495014	Go ahead, 11. Over.	CC
32513	495019	Roger, Charlie. Like to bring you up to date on our chlorination status. In compartment B4, we have one, two, three, four, five, six, seven - correction, we have eight pockets for chlorine and buffer ampules, of which - Let me correct that. We have seven pockets, of which one is empty and always has been empty, leaving six remaining. On the other side over there in B7, we have another container with seven pockets, so we have a total of seven plus six, and those are filled with six chlorines and seven buffers. Now, I've been using one chlorine and one buffer per day which, at this point in time, prior to	CMP
32514	495101	Roger. We copy, Mike. Stand by.	CC
32515	495106	Okay.	CMP
32516	495441	Hello, Apollo 11. Houston. Check in A1, Mike, and see what you can find in there. Over.	CC
32517	495454	We think you might have some more chlorine up in A1. Over.	CC
32518	495505	Hello, Apollo 11. Houston.	CC
32519	495522	Houston, Apollo 11.	CMP
32520	495530	Apollo 11, Houston. Do you read? You're breaking up. Over.	CC
32521	495537	Roger. Read.	CMP
32522	495542	Roger, 11. You're breaking up. Mike, please look in compartment A1. We think there might be some more chlorine up there. Over.	CC
32523	495561	Eureka!	CMP
32524	495566	11, Houston. Reading you about one by. Over.	CC
32525	495703	11, Houston. We're having a downlink problem. That's the reason we can't read you. We're switching sites. Stand by.	CC
32526	495722	Hello, Apollo 11. Houston. How do you read now? Over.	CC
32527	495729	Fine.	CMP
32528	495730	Roger. You're five by now, too, Mike. Thank you much. Did you copy that about A1 on that chlorine?	CC
32529	495740	Eureka!	CMP
32530	495741	How about that, sports fans!	CC
32531	495926	Apollo 11, Houston. We're having a little trouble getting the yaw rate damped out to the appropriate value. We'd like you all to be quite like mice for a couple of minutes and let's see if that will help it out. Over.	CC
32532	495945	11, Houston. You did great work there. We're ready to spin it up. Over.	CC
32533	495990	11, Houston. Did you copy? Over.	CC
32534	496003	Yes. We read you, Charlie. Would you stand by a minute?	LMP
32535	496006	Roger. No hurry.	CC
32536	496038	11, Houston. Shift change time, here. White Team bids you good night; we'll see you tomorrow. Over.	CC
32537	496047	Good night, Charlie. Thank you.	CDR
32538	496050	Good night, Charlie. Thank you.	LMP
32539	496053	Adios.	CMP
32540	496055	Adios. Thanks again for a great show, you guys.	CC
32541	496061	Thanks for a great job down there.	CMP
32542	496912	Apollo 11, Houston. Over.	CC
32543	496919	Good morning, Ron.	CMP
32544	496921	Howdy there, Mike. We're ready to go ahead and have you switch to your OMNI positions for your sleep period, and we would like the following high gain switch positions: your high gain antenna in MANUAL, beam width WIDE, pitch is minus 50, and yaw is a plus 270. And just follow the flight plan for remaining COMM configuration. Over.	CC
32545	496957	Roger. Out.	CDR
32546	496968	You "Purple" people keep funny hours.	CMP
32547	496972	Your COMM is pretty weak at this point, Mike. Please say again.	CC
32548	496979	Roger. Disregard.	CMP
32549	497019	Houston, Apollo 11.	CMP
32550	497021	Go ahead, 11.	CC
32551	497036	It's on the way now.	CMP
32552	497180	Apollo 11, Houston. We'd like for you to go ahead and put your S band antenna OMNI to OMNI and OMNI B. Over.	CC
32553	497271	Apollo 11, Houston. How do you read me through Honeysuckle now? Over.	CC
32554	497282	You're loud and clear. Over.	CMP
32555	497283	Very good. Reading you better now. And did you copy we'd appreciate going S band OMNI and OMNI B at this time? Over.	CC
32556	497294	That's the configuration we're in.	CMP
32557	497297	Okay. Thank you.	CC
32558	497304	I'll say you "Purple" people keep funny hours.	CMP
32559	532031	Good afternoon, Houston. Apollo 11. Over.	CMP
32560	532044	Good morning, 11. This is Houston. Over.	CC
32561	532051	Okay. Crew status report: 88 and 8.5.	CMP
32562	532058	Roger. 88 and 8.5. When you're ready, we've got a small flight plan update for you.	CC
32563	532094	Houston, we're ready to copy.	LMP
32564	532096	Roger. At about 148 hours, if you've not already done so, a CO2 filter change, and the H2 purge line heater on 20 minutes before the O2 and H2 purge. At 148 hours, we'd like you to initiate a charge on battery Alfa instead of at 151 hours, and leave the charge on until we notify you further. At 150 hours GET, waste water dump to 10 percent. We do plan to burn midcourse correction 5. It will be an RCS burn about 5 feet per second at about the nominal time in the flight plan. Over.	CC
32565	532164	Roger. Understand. We'll be accomplishing the filter change shortly, the purge line heater is on ***, O2 and H2 purge shortly, and at 148 will initiate a charge on battery A until you notify us further. At 150 hours, waste water dump to 10 percent. And we're looking forward to midcourse correction 5 at about 5 feet per second at the nominal time. Over.	LMP
32566	532192	Roger. I've got your consumables update, if you're ready to copy.	CC
32567	532202	Copy.	LMP
32568	532204	Okay. At GET of 147 plus 00, RCS total minus 2.0 percent, which is about minus 14 pounds. Alfa minus 12.0, Bravo plus 10.0, minus 3.0, minus 2.0. Hydrogen total minus 1.5 pounds, O2 total plus 20 pounds. Over.	CC
32569	532250	Roger. I copy, and our onboard readouts: Alfa, *** 2 percent, Bravo 54 percent, Cocoa's 64 percent, Delta 61 percent. Over.	LMP
32570	532279	Roger, 11. Would you read that quad Alfa again, please, Buzz. You're cutting out. It may be - are you operating on VOX? Over.	CC
32571	532289	Negative. Alfa is 53 percent. Over.	LMP
32572	532296	Roger. We copy.	CC
32573	532313	11, from down here on telemetry, all your systems look to be in good shape.	CC
32574	532911	Apollo 11, this is Houston. Over.	CC
32575	532917	Go ahead.	CMP
32576	532918	Roger. Would you ask Buzz to check his biomedical TM sensors for a loose or dried out sensor? We're getting an erratic electrocardiogram reading. That would be one of the three sternal leads. Over.	CC
32577	532938	Okay.	CMP
32578	532965	...	CMP
32579	533038	Apollo 11, this is Houston. Say again your last, please.	CC
32580	533047	Disregard.	CMP
32581	533051	Roger. Out.	CC
32582	533234	Apollo 11, this is Houston. Stand by for a Mark leaving the lunar sphere of influence.	CC
32583	533242	MARK.	CC
32584	533243	You're leaving the lunar sphere of influence. Over.	CC
32585	533251	Roger. Is Bill Shaffer down there?	CMP
32586	533254	Negative. But we've got a highly qualified team on in his stead.	CC
32587	533262	Roger. I wanted to hear him explain it again to the press conference.	CMP
32588	533270	Okay.	CC
32589	533274	That's old Apollo 8 junk, but tell him the spacecraft gave a little jump as it went through the ...	CMP
32590	533278	Okay. I'll pass it on to him. Thanks a lot, and Dave Reed is sort of burying his head in his arms right now.	CC
32591	533290	Roger. Out.	CMP
32592	533295	Those guys down there in the press room did a pretty good job this morning.	CDR
32593	533300	Yes, they have.	CC
32594	533310	We don't want them to give up yet, though.	CDR
32595	533314	No. They'll hang in there for about another 47 hours or so.	CC
32596	533319	Okay.	CDR
32597	534168	Apollo 11, this is Houston. If you're not busy now, I can read you up the morning news.	CC
32598	534181	Okay. We're all listening.	LMP
32599	534185	Say again, 11?	CC
32600	534191	Roger. We're all listening. Go ahead.	LMP
32601	534193	Roger. From the hot wires of the Public Affairs Office: Apollo 11 still dominates the news around the world. Only four nations, Communist China, North Korea, North Viet Nam, and Albania, have not yet informed their citizens of your flight and landing on the Moon. One newsman said that he has run out of ways to describe your success. Tonight, President Nixon is scheduled to watch the All Star baseball game in Washington. After the game, he will depart for the Pacific recovery area. Wednesday evening, he will fly from Johnston Island by helicopter to the Navy communications ship Arlington. Then on Thursday morning, he will reboard the helicopter and fly to the Hornet in time to witness your splashdown. Accompanying the President will be Secretary of State William Rogers and Frank Borman. They will watch the splashdown from the bridge of the recovery ship with Admiral John Sidney McCain, Jr., Commander of the Pacific Forces. Following the President's stay aboard the Hornet, he will depart for his tour of Asia and scheduled visit to Romania. Luna 15 is believed to have crashed into the Sea of Crises yesterday after orbiting the Moon 52 times. The Soviet News Agency TASS reported that "scientific"	CC
32602	534412	Look up the Dow Jones Industrials for us.	LMP
32603	534415	Roger. Stand by a minute, please.	CC
32604	534825	Apollo 11, this is Houston. We see you in P00. When you can give us ACCEPT, we have a state vector and target load uplink ready for you.	CC
32605	534855	Roger, Houston. I'm going ahead and start the computer.	LMP
32606	534858	Roger. Thank you.	CC
32607	535121	Apollo 11, we've completed the uplink. The computer's yours.	CC
32608	535128	Thank you.	CMP
32609	535421	Apollo 11, this is Houston. Over.	CC
32610	535427	Go ahead.	LMP
32611	535429	Roger. With respect to the Dow Jones industrials, since closing on Tuesday afternoon the 15th up to about 1:05 p.m. Houston time this afternoon, why, the effect has been a net drop; that is, minus 6 points on the industrial average. So far today since opening, the Dow Jones industrial average has gone down by 11.05 after rising 1 1/2 shortly after opening. Today's performance on the utilities is a drop of 1.63, and railroads a drop of 1.58. Over.	CC
32612	535476	Every flight has to have some disadvantages, I guess.	CMP
32613	535480	Roger. There is some speculation that you all are responsible for that 1 1/2 point rise right after opening.	CC
32614	535495	Well, don't blame the 11 point drop on us, anyway.	CMP
32615	535499	Roger.	CC
32616	535530	Apollo 11, this is Houston. If you have a minute or so free, I wonder if we could get Mike to give us a little bit of clarification on what happened around about the time of docking. We copied him as mentioning that contact was very smooth, almost imperceptible; and we're a little bit inquisitive or curious about his remarks as to what happened after probe retraction. Over.	CC
32617	535560	Roger. I docked in CMC AUTO, and as I said, I wasn't really sure of the moment of contact. I kept cross checking the docking probe indicators. I got two barber poles indicating that the three capture latches - not capture latches, but the three ... latches had made, and we were soft	CMP
32618	535664	Roger.	CC
32619	535669	And on the LM side, we were in AGS MIN deadband ATT HOLD; and at contact, I thrusted plus X; and shortly after that we had a sizable attitude oscillation and thruster firing, so we opened up the deadband to MAX and manually flew the vehicle into stable attitude during the retraction. It went to OFF after ...	CDR
32620	535708	Roger. Thank you very much. Out.	CC
32621	535848	Apollo 11, this is Houston. I have your midcourse correction 5 PAD available when you're ready to copy.	CC
32622	535856	Stand by.	LMP
32623	535916	Houston, Apollo 11. Ready to copy.	CMP
32624	535922	11, this is Houston. Midcourse correction number 5, RCS/G&N: 26025, pitch and yaw trim NA, TIG 150 29 5453, minus 00048, plus all balls, plus 00001 075 159 328; HA is NA; HP plus 00230 00048 011 00048; sextant star 03 0908 382. Boresite star block, none available. Latitude plus 1102, minus 17204 11803 36275 195 03 33, GDC align,	CC
32625	536031	Roger. Midcourse number 5, RCS/G&N: 26025, pitch and yaw NA, 150 29 5453, minus 00048, plus all zeros, plus 00001 075 159 328, NA, plus 00230 00048 011 00048 03 0908 382, NA three times, plus 1102, minus 17204 11803 36275 195 03 33, Deneb and Vega, 007 144 068, and four quads for the burn. Over.	LMP
32626	536117	Apollo 11, this is Houston. Readback correct. Out.	CC
32627	536591	Apollo 11, this is Houston. Over.	CC
32628	536598	Roger. Go ahead, Houston.	CMP
32629	536600	Roger. If Neil has a free minute, we've got a question or two regarding the CO2 partial pressure and water in the suit loop discrepancies noted yesterday. Over.	CC
32630	536613	Go ahead.	CDR
32631	536616	Roger, 11. Was water noted in both suits or only in yours, Neil?	CC
32632	536624	I think only in my suit.	CDR
32633	536628	Okay. Can you locate that occurrence for us in time when you first noticed water in the suit, either by mission time or relation to any particular event?	CC
32634	536657	I think it was after insertion sometime, Bruce. I don't remember exactly when. I - It was when we were in orbit and had our - after we took our helmets off.	CDR
32635	536671	Roger. Did you call it to us when you first noticed it, or was it sometime after when you called it?	CC
32636	536678	I'd guess it might have been probably 20 minutes after I noticed it that I mentioned it to you.	CDR
32637	536684	Roger. Was this noticing the water accompanied by erratic CO2 partial pressure readings, or was that a separate problem? Over.	CC
32638	536697	Well, the water problem evidenced itself before we noted any erratic motions of the PC02 gage.	CDR
32639	536706	Roger. And what was the relative sequence on selecting water separator number 2 and the secondary CO2 canister; that is, did you go to the secondary water separator first and then the secondary CO2? Over.	CC
32640	536727	I believe we went to secondary CO2 first.	LMP
32641	536733	Secondary hydroxide - lithium hydroxide.	CDR
32642	536737	Roger. We copy. And was there any change in your suit loop - -	CC
32643	536740	No.	CDR
32644	536741	Go ahead.	CC
32645	536744	I should mention, Bruce, that when I went to water secondary - water separator to secondary there, I didn't notice any change. But about after 15 minutes or 20 minutes, the water stopped coming out. So maybe that was just water that was already in the loop that was still blowing out, but the secondary water separator was operating properly.	LMP
32646	536771	Roger. Did you make any changes in the suit loop configuration after you went from the egress mode to the cabin mode after insertion; that is, in particular, they're interested in knowing if you recall changing the diverter valve position to EGRESS at any time while you were on the secondary canister? Over.	CC
32647	536796	No. I don't believe we did that at all, Bruce.	CMP
32648	536800	Okay, 11. Thank you. That sums up our questions for now, and we'll crank these back into the engineering pipeline and see what we can come up with.	CC
32649	536811	Okay. Are you satisfied that the CO2 circuit breaker was in on jettison? Over.	LMP
32650	536820	Say again, please?	CC
32651	536824	Roger. On LM jettison, are you satisfied that the CO2 circuit breaker was in? Over.	LMP
32652	536830	Yes. It was in.	CC
32653	536837	Roger. Could you confirm that? I thought there was some question after we got into the command module as to whether that had been left in or not. Over.	LMP
32654	536854	Roger, 11. It was in and confirmed in, and the readings after jettison stayed about 0.1 to 0.2.	CC
32655	537864	Apollo 11, this is Houston. We have not noticed any change in the signal coming through on the LMP's EKG. When he has a little free time, we'd like him to check into it again. Over.	CC
32656	537881	Roger. I looked at all three of the upper chest center ones, and they appear to be fairly tight. I'll push them back in again. Over.	LMP
32657	537893	Roger. On the TM here, we noticed some fluctuations that may have been attributed to your moving the sensors around or pushing on them, but the erratic problem seems to be persisting.	CC
32658	539067	Houston, Apollo 11. Over.	LMP
32659	539080	11, this is Houston. Over.	CC
32660	539085	Roger. I wonder if you've noticed any change in the BIOMED returns you're getting. Over.	LMP
32661	539094	Negative, Buzz. It still looks kind of bad. Apparently, when you move around, it's cutting in and out. Have you checked the little electrical connector where it goes into the signal conditioner? Over.	CC
32662	539107	Yes. They're all about as tight as can be. I tell you what; I'll take them off and put them back on again and see if that makes any difference.	LMP
32663	539117	Okay. If you would, at your convience, we'll be watching it down here.	CC
32664	540619	Apollo 11, this is Houston. We'd like you to try acquisition on the high gain antenna for us at pitch minus 90, yaw 270. Over.	CC
32665	540633	Roger. That's in work.	CDR
32666	540637	Roger. Out.	CC
32667	540756	11, this is Houston. We're showing about 6.8 percent on waste water on our telemetry now. Over.	CC
32668	540768	Okay. We've got about 9, up here. Over.	CMP
32669	540771	Roger. Out.	CC
32670	541711	11, Houston. We're standing by for your burn. Everything's looking good from down here.	CC
32671	541719	Thank you, Bruce. You've got about a minute and 20 seconds.	LMP
32672	541722	Roger. We concur.	CC
32673	541876	Houston, do you copy our residuals?	CMP
32674	541893	Roger. We've got your residual fuel counter reading for us.	CC
32675	541903	DELTA-VC is plus 0.2.	CMP
32676	541906	Roger. Plus 0.2.	CC
32677	541910	That was actually plus 100.2. Okay?	CMP
32678	541914	Okay.	CC
32679	542614	Houston, Apollo 11.	CMP
32680	542618	Go ahead, 11.	CC
32681	542623	Roger. We're in PTC attitude and would you please give us a call when our thruster activity has subsided sufficiently?	CMP
32682	542632	Roger. Stand by.	CC
32683	543401	Apollo 11, this is Houston. We're going to hand over from Madrid to Goldstone at 151 hours even.	CC
32684	543425	Okay. Thank you.	CDR
32685	544129	Apollo 11, this is Houston. Over.	CC
32686	544136	This is 11, Houston.	CDR
32687	544147	Apollo 11, this is Houston. Over.	CC
32688	544155	Go ahead, Houston.	CDR
32689	544157	11, we're still seeing rates on your spacecraft above those we would like for the continuation of the PTC mode which we are still monitoring, and we'll advise you when it has settled down. Over.	CC
32690	544174	Okay.	CDR
32691	544911	Apollo 11, this is Houston. You are go for the spinup on PTC. Over.	CC
32692	544979	Thank you.	CDR
32693	545063	Houston, Apollo 11. Over.	CDR
32694	545067	Go ahead, 11.	CC
32695	545072	Roger. It didn't like it that time. When I got down to the entry 27303 ENTER, it took off in roll at a high rate in excess of 1 degree per second. Over. I've stopped it now, and we are going to have to go back and do it over again. I'd like to try to find out the reason it did that.	CDR
32696	545095	Roger. You might as well start setting up for it, and we will be working the problem here.	CC
32697	545102	Okay. Do you have us on high bit rate here now?	CDR
32698	545107	That's affirmative.	CC
32699	545111	Okay, good. I'll maneuver back to PTC initiation attitude while you guys look at the data and see what you think.	CDR
32700	545120	Roger.	CC
32701	545150	Houston, Apollo 11. I think the reason is in having 1620 on the DSKY during the subsequent entries, or at least that's one possibility.	CDR
32702	545166	Roger. We'll check it out.	CC
32703	545613	Apollo 11, this is Houston. While you're waiting for the CSM to settle down and for us to look at the tapes on your latest maneuver, would you feel like answering some more questions with relation to the lunar surface? Over.	CC
32704	545632	Go ahead.	CDR
32705	545637	Go ahead, Houston.	CDR
32706	545639	Roger. For 64 thousand dollars, we're still trying to work out the location of your landing site, Tranquility Base. We think it is located on LAM 2 chart at Juliet 0.5 and 7.8. Do you still have those charts on board? Over.	CC
32707	545664	Yes. Stand by one. They're packed.	CDR
32708	545671	Roger. You may not have to unpack it. The position which I just gave you is slightly west of West Crater. I guess it's about two tenths of a kilometer west of it, and we were wondering if Neil or Buzz had observed any additional landmarks during descent, lunar stay, or ascent which would confirm or disprove this. One thing that we're wondering about is that if you were at this position, you would have seen the Cat's Paw during ascent just up to the north of your track. Over.	CC
32709	545718	We were looking for the Cat's Paw, too, thinking we were probably downrange, beyond the Big V. But I think that it's likely that that might have been West Crater that we went across in landing, but - Stand by.	CDR
32710	545782	We're hoping, Bruce, that our 16 mm film was working at that point in descent, and we'll be able to confirm our touchdown position. We thought that during ascent we might be able to pick up some recognizable objects close to the landing site, and we did see a number of small craters, and crater rows, and things like that, which we may be able to pick out after the fact, but we haven't been able to yet.	CDR
32711	545818	Roger. And the next question from our panel is for Buzz. We recall that he reported seeing a laser upon AOS of the Earth the first time after - the first REV after ascent, and we're wondering what color the beam was and if he could determine at the approximate location with respect to the Earth. Over.	CC
32712	545845	It was mostly white, perhaps a tinge of yellowish color to it; and it seemed to be - as I recall it, the terminator of the Earth was toward the horizon and seemed to be about a quarter to a third of the way down from - down towards the terminator of the Earth - from the opposite horizon. That's a third to a quarter Earth radii. Over.	LMP
32713	545890	Roger. And that puts it in the light side? Over.	CC
32714	545898	Roger. Yes, it was in the light side. The Earth was about - a two thirds lit Earth, with the terminator down toward the horizon. And now coming from the opposite limb of the Earth, the sunlight limb, coming down about one quarter to one third of a radius in from the limb. Generally, pensively located with respect to a line drawn perpendicular to the terminator that goes through the center. Over.	LMP
32715	545938	Roger, Buzz. We copy.	CC
32716	545942	And I got pictures of that. I'm sure that will show up.	LMP
32717	545947	And I saw that, too. It was a very bright spot of light and I confirm Buzz's observation of its position.	CDR
32718	545955	Okay, 11. Very good. Now, with respect to the documented sample container: on television it appeared to us as though the samples for that container were in fact being given - being selected in accordance with some thought or consideration being given to the rocks themselves. And we were wondering if you could give any further details from memory about any of these samples, and the context of the material or the surface from which they were taken. Over.	CC
32719	545996	Yes. You remember I initially started on the cut side of the LM that the TV camera was on, and I took a number of samples of rocks on the surface, and several that were just subsurface - about 20 - 15 to 20 feet north of the LM. And then I recalled that that area had been probably swept pretty well by the exhaust of the descent engine, so I crossed over to the southern side of the LM, and took a number of samples from the area around the elongate double crater that we commented on, and several beyond that, and tried to take as many different types - of rock types as I could see by eye - as I could in the short time we had available. There were a number of other samples that I had seen earlier in our stroll around the LM that I had hoped to get back and pick up and put in the documented sample, but I didn't get those, and I'll be able to comment in detail when we get in the debriefing session.	CDR
32720	546077	Roger. Did you observe any small craters with conspicuously blocky rims? Over.	CC
32721	546088	Well, aside from the one big one that we went over, I guess there were none in our area. I took a stroll back after putting up the EASEP, and while Buzz was starting to unpack the documented samples - took a stroll back to a crater behind us that was maybe 70 or 80 feet in diameter and 15 or 20 feet deep, and took some pictures of it. It had rocks in the bottom of pretty good size, considerably bigger than any that were out on the surface, but there was no - we apparently, at 15 feet or so, had not gotten below the regolith. We were essentially showing no bedrock, at least in the walls of the crater at that depth. Over.	CDR
32722	546148	Roger. We copy,	CC
32723	546170	Okay. Thank you, Neil. That about wraps up the questions we have on hand for now.	CC
32724	546180	Okay.	CDR
32725	546230	My compliments to the chef. The food is outstanding. This cream of chicken soup I give at least three spoons.	CDR
32726	546238	Okay. Cream of chicken, three spoons.	CC
32727	546382	Apollo 11, this is Houston. Over.	CC
32728	546387	Go ahead.	CMP
32729	546389	11, we concur that having VERB 16, NOUN 20 up on the DSKY may well have had some effect on your PTC initiation. It looks like this would give - let the computer work with a knowledge of the actual CDU angles. What we'd like you to do is do a CDU zero which is VERB 40, NOUN 20, ENTER, and then start the PTC procedure again at step 2 with loading VERB 6, NOUN 22, desired attitude in the AUTO maneuver, and all that. Over.	CC
32730	546428	Okay. The only thing I don't understand about that is why it took off at the rate it did. What rate should it have taken off at under that theory?	CMP
32731	546437	Stand by a minute, Mike.	CC
32732	546737	11, CMP, this is Houston. Over.	CC
32733	546745	Go ahead, Houston.	CMP
32734	546747	Mike, over here on page 9 7 of your checklist where we're setting up PTC, there's been a note penciled in after, "Wait 20 minutes for rate to damp. Do not monitor VERB 16, NOUN 20." It turns out that the significance of that is that, if you are monitoring 16 NOUN 20, then when you get down here in step 7, the second time you do a VERB 24, you've got to reload the NOUN 01 to make it VERB 24, NOUN 01, ENTER, before you load the three registers. Over.	CC
32735	546789	Roger, that. I was just questioning the rate at which the maneuver would begin if that were not done.	CMP
32736	546797	Roger. We're still working on computing the rate for you.	CC
32737	546819	Apollo 11, this is Houston. We'd like you to select REACQ mode on the high gain antenna. Looks like we're about to lose you. Over.	CC
32738	548233	Apollo 11, Apollo 11, this is Houston broadcasting in the blind. If you read us, attempt to acquire on OMNI antennas. Attempt to acquire us on OMNI antennas, if you read. This is Houston. Out.	CC
32739	548314	Apollo 11, Apollo 11, this is Houston broadcasting in the blind. If you read, attempt acquisition on an OMNI antenna. Attempt acquisition using an OMNI antenna. Over.	CC
32740	548414	Apollo 11, Apollo 11, this is Houston broadcasting in the blind. If you read, attempt contact using OMNI antenna, using an 0MNI antenna. This is Houston. Out.	CC
32741	549308	Apollo 11, Apollo 11, this is Houston broadcasting in the blind. If you read us, attempt acquisition using an OMNI antenna. Attempt acquisition using an OMNI antenna. This is Houston. Out.	CC
32742	549828	... Goldstone.	CT
32743	549834	Apollo 11, Apollo 11, this is Houston. Radio check. Over.	CC
32744	549975	...	CT
32745	550006	Apollo 11, this is Houston. How do you read? Over.	CC
32746	550011	Loud and clear, Bruce. How me?	CMP
32747	550014	Roger. What antenna are you using?	CC
32748	550047	Houston, Apollo 11 is calling you on the high gain. How do you read? Over.	CMP
32749	550051	Roger. Loud and clear on the high gain.	CC
32750	550068	So what's new?	CMP
32751	550071	Oh, we were wondering what was new with you up there.	CC
32752	550076	It's all very quiet. We're just sitting here letting the thruster firing damp down. When they get good enough, let us know, and we'll start this PTC.	CMP
32753	550086	Roger.	CC
32754	550109	Nice to sit here and watch the Earth getting larger and larger and the Moon smaller and smaller.	CMP
32755	550117	Roger. We'll give you a call when your rates have damped down sufficiently, and we're unable at the present time to predict what rate you should have seen at your last attempt to initiate PTC. We saw about 2 1/2 degrees per second. 0ver.	CC
32756	550137	Yes. I believe that.	CMP
32757	550161	Buzz thinks we should have a PTC program built in the computer. He could very well be right.	CMP
32758	551957	Houston, Apollo 11.	CMP
32759	551961	Go ahead, 11.	CC
32760	551967	Roger. I was just checking the radios, and how is the thruster activity coming?	CMP
32761	551991	11, Houston. The radios are still in good shape, and we are still waiting for your rates to decay. We've got 0.03 degrees per second in pitch now.	CC
32762	552005	Okay. We're - we're in no rush. This is a very pleasant attitude, as a matter of fact. The Sun is down in the LEB, so it's not shining through the windows and heating the place up. We've got the Earth steady out window 1. We have the Moon steadily out window 3 and, of course, we are locked up on the high gain. So as long as the thermal people are happy, we're happy.	CMP
32763	552029	Roger. We copy.	CC
32764	552807	Apollo 11, this is Houston. Over.	CC
32765	552813	Go ahead, Houston.	CMP
32766	552815	Okay, 11. We are about ready to start PTC. I would like to give you some high gain antenna angles, though. We'd like to operate in the REACQ mode, and do you plan on spinning up in the positive or negative direction? 0ver.	CC
32767	552832	We can do it either way. I had planned the positive.	CMP
32768	552833	Okay. For positive, the high gain antenna setting should be pitch plus 30, yaw 270, and in REACQ. Over.	CC
32769	552850	Understand. REACQ, pitch plus 30, yaw 270. Thank you.	CMP
32770	552854	Roger. And if you would, when you're making your DSKY entries to set up for PTC, go a little slower, and we'll try to follow each entry from down here. Over.	CC
32771	552868	Roger. Out.	CMP
32772	553187	Houston, 11. PTC established.	CMP
32773	553190	Roger, 11.	CC
32774	553385	11, Houston. We observe the PTC to be fairly well established here, and we'll keep you posted on how it's going, and your friendly White Team commentator is taking over now.	CC
32775	553403	Okay. Thanks to all you Black Team.	CMP
32776	553406	That was the Green Team.	CC
32777	553408	Correction, all you Green Team - correction, Green Team. Excuse me.	CMP
32778	553411	Roger. Out.	CC
32779	553428	How could I forget. I used to be a "Green" one.	CMP
32780	553542	Hello, Apollo 11, Houston. Your White Team is now on. We're standing by for an exciting evening of TV and a presleep report. Over.	CC
32781	553992	(Laughter)	SC
32782	554011	Apollo 11, Houston. You sure you don't have anybody else in there with you?	CC
32783	554018	Houston, Apollo 11. Say again, please.	CMP
32784	554021	We had some strange noises coming down on the downlink, and it sounded like you had some friends up there.	CC
32785	554035	Where - where do the White Team go during their off hours anyway?	CDR
32786	554039	Say again.	CC
32787	556858	Apollo 11, Houston. Over.	CC
32788	556865	Go ahead, Houston.	LMP
32789	556867	Roger. Would you ver - We've lost COMM with you for about the last 10 minutes. Would you verify that the S band track switch is in REACQ? Over.	CC
32790	556877	Negative. It's not. The last time we broke lock, we went to AUTO, and I left it there. Sorry.	LMP
32791	556882	Roger. We'd like to have you to put it in REACQ, and monitor. In about 2 minutes, we'll be coming up on the high gain. Would you monitor the REACQ? If it doesn't take, acquire manually. Over.	CC
32792	556899	Okay. Say again the angles you'd like.	LMP
32793	556902	We'll - we'll try to switch it ourselves. Stand by on the angles.	CC
32794	556912	Buzz, it's pitch plus 30, yaw 270. Over.	CC
32795	556918	Roger. I've got them.	LMP
32796	556921	Thank you.	CC
32797	557171	Hello, Apollo 11. Houston. Would you please terminate battery charge now? Over.	CC
32798	557179	Roger. Terminating battery charge.	LMP
32799	557182	Roger.	CC
32800	557451	Hello, Apollo 11. Houston. Any special attitude you'd like us to look at for the TV? Over.	CC
32801	557469	I don't guess we have a requirement there, Charlie.	CMP
32802	557474	Roger. We have an attitude that we can get the Earth out of a window or the Moon. We're trying to look at - find one that we can get both, if that's what you'd like. Over.	CC
32803	557493	A 50 degree roll attitude will probably give us that, Joe.	CMP
32804	557497	Roger.	CC
32805	557509	That's a good one because it puts the Earth out window 1 and the Moon out window 3 and puts the Sun down in the LEB, so the lighting in here remains relatively constant.	LMP
32806	557523	Roger. Well, we'll just stop on the 50 roll, then, and we'll give you the word when to do that. Over.	CC
32807	557529	Okay.	CMP
32808	559388	Apollo 11, Houston. We'll have high gain coverage about 155 30. At that time, you can turn on the TV if you desire, and continue your roll around until you get 50 degrees roll. Over.	CC
32809	559406	Okay.	CDR
32810	559705	Apollo 11, Houston. We were going to give you the All Star game tonight, but it was rained out. Over.	CC
32811	559715	...	SC
32812	559805	11, Houston. We're on the high gain. You can warm up the SM now if you like. Over.	CC
32813	559965	Apollo 11, Houston. We see you coming up on 50 roll. How does that attitude look? Over.	CC
32814	560092	Apollo 11, Houston. We're ready for the TV; we're all configured. At your convenience. Over.	CC
32815	560194	Houston, Apollo 11. Over.	CDR
32816	560196	Roger. Go ahead, 11. Over.	CC
32817	560200	Are you picking up our TV signals?	CDR
32818	560202	That's affirmative. We have it up on the Eidephor now. The focus is a little bit out. We see the Earth in the center of the screen.	CC
32819	560226	Let me change - -	CC
32820	560227	Believe that's where we just came from.	CMP
32821	560230	It is, huh? Well, I'm really looking at the bad - at a bad screen here. Stand by one. Hey, you're right.	CC
